Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-11828,Password reset link email never arrives in inbox or spam folder Thanks for your prompt help.,Account Access,Medium,Email,SMB
TKT-11829,Help please! Mobile app crashes whenever user switches from dark mode to light mode in settings Regards.,Technical Issues,Medium,Email,SMB
TKT-11830,"Hey, What payment currencies do you support for international bank cards? Awaiting your quick reply.",Billing & Payments,Low,Email,Free Tier
TKT-11831,Help please! Web application loading very slowly dashboard takes over 30 seconds to render charts Appreciate your assistance.,Technical Issues,Medium,Web Portal,Enterprise
TKT-11832,"Hello support team, Is there an RSS feed available for platform status announcements? Please look into this as soon as possible.",Technical Issues,Low,Web Portal,SMB
TKT-11833,"Hi there, Please ensure auto-renewal is turned off for our yearly subscription Thanks for your prompt help.",Cancellation & Refunds,Medium,Email,Free Tier
TKT-11834,Attention: Payment receipt not delivered to finance accounting team email address This is impacting our business operations.,Billing & Payments,Medium,Web Portal,SMB
TKT-11835,"Greetings, Need to update billing address and GST identification number on upcoming monthly invoice Appreciate your assistance.",Billing & Payments,Medium,Email,Enterprise
TKT-11836,Help please! Requesting breakdown of usage-based tier charges for bandwidth overages last month Thanks for your prompt help.,Billing & Payments,Medium,Email,Enterprise
TKT-11837,Help please! Requesting breakdown of usage-based tier charges for bandwidth overages last month This is impacting our business operations.,Billing & Payments,Medium,In-App Chat,SMB
TKT-11838,"FYI, Requesting breakdown of usage-based tier charges for bandwidth overages last month Appreciate your assistance.",Billing & Payments,Medium,Email,Enterprise
TKT-11839,"FYI, We are downsizing our team and wish to downgrade from Enterprise to Starter plan",Cancellation & Refunds,Medium,Web Portal,Enterprise
TKT-11840,"Greetings, How to switch payment method from American Express to corporate ACH wire transfer? Let me know the resolution.",Billing & Payments,Medium,Email,Enterprise
TKT-11841,Please ensure auto-renewal is turned off for our yearly subscription,Cancellation & Refunds,Medium,Email,Enterprise
TKT-11842,Urgent assistance needed: Webhook notifications are delayed by approximately 45 minutes since latest release Regards.,Technical Issues,Medium,Email,Enterprise
TKT-11843,Attention: Is there an RSS feed available for platform status announcements?,Technical Issues,Low,Web Portal,Free Tier
TKT-11844,Help please! Requesting breakdown of usage-based tier charges for bandwidth overages last month Appreciate your assistance.,Billing & Payments,Medium,Web Portal,SMB
TKT-11845,"FYI, Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data? Please look into this as soon as possible.",Product Inquiries,High,Web Portal,SMB
TKT-11846,"Hi there, Fraudulent unauthorized transactions detected on our billing card linked to this account",Billing & Payments,High,Web Portal,Enterprise
TKT-11847,"Hey, How do I clear browser cache to view updated profile picture? Regards.",Technical Issues,Low,Web Portal,SMB
TKT-11848,"Hi there, Where can I download past invoices from the billing settings page? This is impacting our business operations.",Billing & Payments,Low,Email,SMB
TKT-11849,"Hello support team, Will our annual subscription automatically renew next quarter? Thanks for your prompt help.",Billing & Payments,Low,Web Portal,SMB
TKT-11850,"Greetings, Feature request: can you add a dark theme option for the PDF export tool? This is impacting our business operations.",Technical Issues,Low,Web Portal,Free Tier
TKT-11851,"Dear Customer Service, Is there an RSS feed available for platform status announcements? Appreciate your assistance.",Technical Issues,Low,Web Portal,SMB
TKT-11852,Payment gateway failed during checkout customer funds deducted but invoice marked unpaid Thanks for your prompt help.,Billing & Payments,High,Web Portal,SMB
TKT-11853,Urgent assistance needed: What is the exact difference in features between Professional and Enterprise tier? Let me know the resolution.,Product Inquiries,Medium,Web Portal,Enterprise
TKT-11854,"Dear Customer Service, What is the exact difference in features between Professional and Enterprise tier?",Product Inquiries,Medium,Web Portal,SMB
TKT-11855,"Greetings, Security vulnerability detected unauthorized API calls from unknown IP address help Regards.",Technical Issues,High,Web Portal,Enterprise
TKT-11856,Help please! Account suspended due to false payment failure despite valid corporate credit card on file This is impacting our business operations.,Billing & Payments,High,Web Portal,SMB
TKT-11857,"Hello support team, Can we pay our invoice via annual bank check instead of card? Thanks for your prompt help.",Billing & Payments,Low,Web Portal,SMB
TKT-11858,"Dear Customer Service, Mobile app crashes whenever user switches from dark mode to light mode in settings Please look into this as soon as possible.",Technical Issues,Medium,Web Portal,Free Tier
TKT-11859,"Hi there, Can one user be a member of multiple organization workspaces? This is impacting our business operations.",Account Access,Low,Email,SMB
TKT-11860,"Dear Customer Service, Invited team member receives invalid invitation token error when clicking join link Please look into this as soon as possible.",Account Access,Medium,Email,Free Tier
TKT-11861,Fraudulent unauthorized transactions detected on our billing card linked to this account Regards.,Billing & Payments,High,In-App Chat,SMB
TKT-11862,Urgent assistance needed: Suspected account takeover received password reset email that was not initiated by us Regards.,Account Access,High,Web Portal,SMB
TKT-11863,"FYI, Cannot upload CSV file larger than 5MB error says file format unsupported Awaiting your quick reply.",Technical Issues,Medium,Web Portal,Free Tier
TKT-11864,"Greetings, Password reset link email never arrives in inbox or spam folder Please look into this as soon as possible.",Account Access,Medium,Web Portal,Enterprise
TKT-11865,"Hello support team, Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Please look into this as soon as possible.",Billing & Payments,High,Web Portal,SMB
TKT-11866,"Hey, Google workspace OAuth single sign-on throws redirect uri mismatch error This is impacting our business operations.",Account Access,Medium,Email,Enterprise
TKT-11867,"Greetings, Please cancel our monthly recurring addon package before next billing cycle begins",Cancellation & Refunds,Medium,Web Portal,SMB
TKT-11868,"Dear Customer Service, Mobile app crashes whenever user switches from dark mode to light mode in settings Please look into this as soon as possible.",Technical Issues,Medium,In-App Chat,SMB
TKT-11869,"Dear Customer Service, Does the platform support automated CSV data export via scheduled SFTP? Awaiting your quick reply.",Product Inquiries,Medium,Email,Enterprise
TKT-11870,"Hello support team, SSO SAML authentication broken for entire organization no employees can log in Awaiting your quick reply.",Account Access,High,Email,SMB
TKT-11871,"Hi there, Can we pay our invoice via annual bank check instead of card? Appreciate your assistance.",Billing & Payments,Low,Web Portal,Enterprise
TKT-11872,"Dear Customer Service, Google workspace OAuth single sign-on throws redirect uri mismatch error Let me know the resolution.",Account Access,Medium,Web Portal,Free Tier
TKT-11873,"FYI, Urgent clarification on API rate limits for upcoming marketing campaign launching tonight",Product Inquiries,High,Web Portal,SMB
TKT-11874,Help please! API endpoint returning 503 service unavailable all background workers crashed immediately,Technical Issues,High,Web Portal,Free Tier
TKT-11875,How do I clear browser cache to view updated profile picture? Let me know the resolution.,Technical Issues,Low,Web Portal,Free Tier
TKT-11876,"Dear Customer Service, What is the exact difference in features between Professional and Enterprise tier? Let me know the resolution.",Product Inquiries,Medium,Web Portal,Enterprise
TKT-11877,"Dear Customer Service, Can one user be a member of multiple organization workspaces? This is impacting our business operations.",Account Access,Low,Web Portal,SMB
TKT-11878,"Hi there, Where can I download past invoices from the billing settings page? Appreciate your assistance.",Billing & Payments,Low,Email,SMB
TKT-11879,"Hi there, Account locked out completely admin cannot access production console MFA token expired Awaiting your quick reply.",Account Access,High,Web Portal,SMB
TKT-11880,Help please! How do we export all our workspace data before closing our company account? Awaiting your quick reply.,Cancellation & Refunds,Medium,Email,Free Tier
TKT-11881,"Greetings, Webhook notifications are delayed by approximately 45 minutes since latest release Thanks for your prompt help.",Technical Issues,Medium,In-App Chat,SMB
TKT-11882,"Greetings, Account suspended due to false payment failure despite valid corporate credit card on file Regards.",Billing & Payments,High,Web Portal,SMB
TKT-11883,"Hi there, How many concurrent API requests are allowed on the standard developer tier? Thanks for your prompt help.",Product Inquiries,Medium,Email,SMB
